Frekvens,0,Total rows,Probability,IC,PARENT_IC,INDEX,Constant,ENCODE
64,V8821,503609,0.00012708271694906168,8.970672368959416,8.970672368959416,1.0,0.01,8.980672368959416
64,V1084,503609,0.00012708271694906168,8.970672368959416,69.63619819469484,6.0,0.01,69.69619819469484
60,V604,503609,0.00011914004713974531,9.035210890096987,34.742547435356094,2.0,0.01,34.7625474353561
56,V5412,503609,0.00011119737733042896,9.104203761583939,50.1196226785219,4.0,0.01,50.1596226785219
56,V1059,503609,0.00011119737733042896,9.104203761583939,41.95226854794988,3.0,0.01,41.98226854794988
56,V652,503609,0.00011119737733042896,9.104203761583939,26.17052745349352,2.0,0.01,26.19052745349352
54,V4965,503609,0.00010722604242577079,9.140571405754814,27.926613222360793,2.0,0.01,27.946613222360792
53,V1202,503609,0.0001052403749734417,9.159263538766966,35.47919164808542,4.0,0.01,35.51919164808542
52,V694,503609,0.0001032547075211126,9.178311733737662,9.178311733737662,1.0,0.01,9.188311733737661
52,V1086,503609,0.0001032547075211126,9.178311733737662,69.63619819469484,7.0,0.01,69.70619819469484
52,V5416,503609,0.0001032547075211126,9.178311733737662,50.1196226785219,5.0,0.01,50.1696226785219
51,V0481,503609,0.00010126904006878352,9.197729819594763,9.197729819594763,1.0,0.01,9.207729819594762
50,V0381,503609,9.928337261645443e-05,9.217532446890942,27.726889945254683,2.0,0.01,27.746889945254683
48,V175,503609,9.531203771179625e-05,9.258354441411198,29.880833040303397,4.0,0.01,29.920833040303396
48,V016,503609,9.531203771179625e-05,9.258354441411198,17.194953042840076,2.0,0.01,17.214953042840076
48,V1081,503609,9.531203771179625e-05,9.258354441411198,69.63619819469484,8.0,0.01,69.71619819469484
48,V5401,503609,9.531203771179625e-05,9.258354441411198,9.258354441411198,1.0,0.01,9.268354441411198
47,V4574,503609,9.332637025946716e-05,9.27940785060903,61.59402945024026,9.0,0.01,61.68402945024026
46,V1585,503609,9.134070280713808e-05,9.300914055829994,37.675621831375224,5.0,0.01,37.72562183137522
45,V860,503609,8.935503535480899e-05,9.322892962548769,19.27439458451991,1.0,0.01,19.284394584519912
44,V1203,503609,8.73693679024799e-05,9.345365818400827,35.47919164808542,5.0,0.01,35.529191648085416
44,V5410,503609,8.73693679024799e-05,9.345365818400827,50.1196226785219,6.0,0.01,50.1796226785219
44,V1507,503609,8.73693679024799e-05,9.345365818400827,45.6705462983961,4.0,0.01,45.710546298396096
42,V4509,503609,8.339803299782172e-05,9.39188583403572,17.664877733888797,3.0,0.01,17.6948777338888
41,V568,503609,8.141236554549264e-05,9.41598338561478,19.11155163344872,1.0,0.01,19.12155163344872
41,V5844,503609,8.141236554549264e-05,9.41598338561478,27.3322544859815,2.0,0.01,27.3522544859815
36,V5482,503609,7.14840282838472e-05,9.546036513862978,25.576718136589783,3.0,0.01,25.606718136589784
34,V8489,503609,6.751269337918901e-05,9.603194927702926,9.603194927702926,1.0,0.01,9.613194927702926
34,V655,503609,6.751269337918901e-05,9.603194927702926,26.17052745349352,3.0,0.01,26.20052745349352
34,V0739,503609,6.751269337918901e-05,9.603194927702926,9.603194927702926,1.0,0.01,9.613194927702926
34,V290,503609,6.751269337918901e-05,9.603194927702926,9.603194927702926,1.0,0.01,9.613194927702926
33,V555,503609,6.552702592685993e-05,9.633047890852609,61.256169238669585,7.0,0.01,61.326169238669586
32,V1069,503609,6.354135847453084e-05,9.663819549519362,26.169975135925956,3.0,0.01,26.199975135925957
32,V5309,503609,6.354135847453084e-05,9.663819549519362,20.847464852783137,1.0,0.01,20.85746485278314
32,V872,503609,6.354135847453084e-05,9.663819549519362,9.663819549519362,1.0,0.01,9.673819549519362
32,V8709,503609,6.354135847453084e-05,9.663819549519362,9.663819549519362,1.0,0.01,9.673819549519362
31,V560,503609,6.155569102220174e-05,9.695568247833942,19.11155163344872,2.0,0.01,19.13155163344872
30,V183,503609,5.957002356987266e-05,9.728358070656933,24.838674754940065,3.0,0.01,24.868674754940066
