0,1,2,3,4,5,6
E926.2,E926,E916-E928.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9
E875.9,E875,E870-E876.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9
E871.1,E871,E870-E876.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9
E879.5,E879,E878-E879.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9
E879.3,E879,E878-E879.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9
E838.7,E838,E830-E838.9,E800-E848.9,E000-E999.9,E000-E999.9,E000-E999.9
E013.1,E013,E001-E030.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9
E906.9,E906,E900-E909.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9
E962.0,E962,E960-E969.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9
E813.4,E813,E810-E819.9,E800-E848.9,E000-E999.9,E000-E999.9,E000-E999.9
E819.4,E819,E810-E819.9,E800-E848.9,E000-E999.9,E000-E999.9,E000-E999.9
E811.2,E811,E810-E819.9,E800-E848.9,E000-E999.9,E000-E999.9,E000-E999.9
E980.1,E980,E980-E989.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9
E852.0,E852,E850-E858.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9
E019.1,E019,E001-E030.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9
E858.2,E858,E850-E858.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9
E858.0,E858,E850-E858.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9
E920.0,E920,E916-E928.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9
E816.5,E816,E810-E819.9,E800-E848.9,E000-E999.9,E000-E999.9,E000-E999.9
E871.6,E871,E870-E876.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9
E991.1,E991,E990-E999.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9
E950.3,E950,E950-E959.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9
E950.1,E950,E950-E959.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9
E852.3,E852,E850-E858.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9
E993.7,E993,E990-E999.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9
E840.1,E840,E840-E845.9,E800-E848.9,E000-E999.9,E000-E999.9,E000-E999.9
E822.2,E822,E820-E825.9,E800-E848.9,E000-E999.9,E000-E999.9,E000-E999.9
E858.5,E858,E850-E858.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9
E869.2,E869,E860-E869.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9
E869.0,E869,E860-E869.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9
E835.8,E835,E830-E838.9,E800-E848.9,E000-E999.9,E000-E999.9,E000-E999.9
E931.0,E931,E930-E949.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9
E997.3,E997,E990-E999.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9
E997.1,E997,E990-E999.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9
